target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
374855929,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
390197534,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+home,0,0,0,holiday+home
408865337,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
478913740,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
485285490,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+home,0,0,0,holiday+home
486910069,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
539978648,213405395,YES,2,2,0.264598846454,0.00204557551733,0,0,0,holiday+home,0,0,0,holiday+home
601155306,213405395,YES,6,2,0.264598846454,0.0144209496465,0,0,0,holiday+home,0,0,0,holiday+home
884847343,213405395,YES,8,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
992310427,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
1206130309,213405395,YES,4,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
1237091292,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1255925394,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
1264656030,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1416297667,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1452770046,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
1525296006,213405395,YES,6,2,0.264598846454,0.00533524880888,0,0,0,holiday+home,0,0,0,holiday+home
2242889774,213405395,YES,8,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
2305468748,213405395,YES,2,2,0.264598846454,0.00115423514284,0,0,0,holiday+home,0,0,0,holiday+home
2329507819,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
2427263750,213405395,YES,2,2,0.264598846454,0.000281735725778,0,0,0,holiday+home,0,0,0,holiday+home
2555217416,213405395,YES,6,2,0.264598846454,0.0036884974665,0,0,0,holiday+gift,0,0,0,holiday+home
2915031318,213405395,YES,2,2,0.264598846454,0.0487686351745,0,1,1,holiday+home,0,0,0,holiday+home
2937924029,213405395,YES,6,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
2975842495,213405395,YES,1,2,0.264598846454,0.0,0,0,0,holiday+xmas+newyear,0,0,0,holiday+home
3148349701,213405395,YES,2,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
4471175473,213405395,YES,8,2,0.264598846454,0.0,0,0,0,holiday+gift,0,0,0,holiday+home
7346672,873828446,YES,1,3,1.0,0.0304295218572,0,1,1,holiday+home,1,1,1,food
14524152,873828446,YES,4,3,1.0,0.0,0,0,0,holiday+home,1,1,1,food
17931869,873828446,YES,9,3,1.0,0.00538785521017,0,0,0,holiday+xmas+newyear,1,1,1,food
18382169,873828446,YES,1,3,1.0,0.130735387249,0,1,1,food+cook,1,1,1,food
